25286678,reflexmini,0,0,0,0,28540860,1,,,,,,,,,
28885169,comp,0,0,0,0,31034110,1,19217436,2,,,,,,,
30287450,barlong,0,0,0,0,22129199,1,33403148,2,,,,,,,
29466977,laserads,0,0,0,0,33143355,2,,,,,,,,,
29966938,xmags,0,0,0,0,22129199,1,33403148,2,19217436,3,,,,,
24242893,pistolgrip03,0,0,0,0,,,,,,,,,,,
23841571,silencer3,0,0,0,0,,,,,,,,,,,
20927935,barshort,0,0,0,0,33470754,1,,,,,,,,,
32510565,laser,0,0,0,0,,,,,,,,,,,
23698283,fastmags,0,0,0,0,31034110,1,18906924,2,,,,,,,
18800075,pistolgrip05,0,0,0,0,22129199,1,33143355,2,,,,,,,
28662777,silencer,0,0,0,0,33470754,1,27487728,2,,,,,,,
28682282,barmid,0,0,0,0,27431473,1,18906924,2,,,,,,,
32819927,lasermix,0,0,0,0,,,,,,,,,,,
29733101,smags,0,0,0,0,27431473,1,18935539,2,,,,,,,
28778535,pistolgrip01,0,0,0,0,,,,,,,,,,,
32910844,reflex,0,0,0,0,27431473,1,21186058,2,,,,,,,
24078717,linearbrake,0,0,0,0,22129199,1,21186058,2,,,,,,,
27445084,barcust,0,0,0,0,21186058,3,,,,,,,,,
26902529,laserrange,0,0,0,0,18906924,1,21186058,2,18935539,3,28540860,4,27487728,5,
31496368,xmagslrg,0,0,0,0,21186058,2,28540860,3,,,,,,,
19323964,pistolgrip02,0,0,0,0,,,,,,,,,,,
30476732,silencer4,0,0,0,0,,,,,,,,,,,
29384655,barcust3,0,0,0,0,31034110,1,18935539,2,,,,,,,
24262289,laserbalanced,0,0,0,0,,,,,,,,,,,
33356683,fastmags2,0,0,0,0,33143355,1,,,,,,,,,
20881647,pistolgrip04,0,0,0,0,,,,,,,,,,,
18536242,silencer2,0,0,0,0,33143355,1,18935539,2,28540860,3,,,,,
23229545,barcust2,0,0,0,0,19217436,2,27487728,3,,,,,,,
23960482,lasermix2,0,0,0,0,,,,,,,,,,,
30595426,smags2,0,0,0,0,27487728,1,,,,,,,,,
19703119,pistolgrip06,0,0,0,0,,,,,,,,,,,
23704036,reflexmini2,0,0,0,0,18906924,1,19217436,2,,,,,,,
23811301,akimbo,0,0,0,0,,,,,,,,,,,
