28585441,reflex,0,0,0,0,24300710,1,,,,,,,,,,,
28855461,comp,0,0,0,0,27394621,1,,,,,,,,,,,
24234629,barcust3,0,0,0,0,24300710,1,29023751,2,23996569,3,,,,,,,
18671429,laserads,0,0,0,0,,,,,,,,,,,,,
19751960,gripvert,0,0,0,0,20014100,1,30121405,2,,,,,,,,,
28809211,acog,0,0,0,0,,,,,,,,,,,,,
21600038,xmags,0,0,0,0,29865114,3,20750247,4,,,,,,,,,
27651726,pistolgrip03,0,0,0,0,26831267,1,,,,,,,,,,,
24604744,stockl,0,0,0,0,20014100,1,,,,,,,,,,,
19960973,silencer3,0,0,0,0,26831267,2,29865114,3,,,,,,,,,
33034569,holo2,0,0,0,0,29865114,1,,,,,,,,,,,
33149478,barshort,0,0,0,0,27394621,2,,,,,,,,,,,
29856335,laser,0,0,0,0,,,,,,,,,,,,,
21833088,gripcust2,0,0,0,0,20918470,1,21415777,2,,,,,,,,,
31098813,fastmags,0,0,0,0,23996569,3,24300710,2,,,,,,,,,
25660828,reflexmini,0,0,0,0,,,,,,,,,,,,,
28008402,pistolgrip05,0,0,0,0,23996569,2,,,,,,,,,,,
24318737,stocks,0,0,0,0,24300710,1,29023751,2,,,,,,,,,
25308056,silencer,0,0,0,0,,,,,,,,,,,,,
22106707,barmid,0,0,0,0,20918470,1,,,,,,,,,,,
20366449,acog2,0,0,0,0,,,,,,,,,,,,,
32945653,lasermix,0,0,0,0,20014100,1,,,,,,,,,,,
23318600,gripang,0,0,0,0,20750247,2,,,,,,,,,,,
29289019,smags,0,0,0,0,20918470,1,28799940,2,20921062,3,27960300,4,,,,,
19460564,pistolgrip01,0,0,0,0,27960300,1,30821146,2,,,,,,,,,
24468238,holo,0,0,0,0,28799940,1,20014100,3,,,,,,,,,
21263352,stockfold,0,0,0,0,27394621,2,18138472,3,,,,,,,,,
27869741,linearbrake,0,0,0,0,21670735,1,30121405,2,23996569,3,30821146,4,,,,,
22106833,barcust,0,0,0,0,,,,,,,,,,,,,
27525286,laserrange,0,0,0,0,26673104,1,21670735,2,,,,,,,,,
24022077,reflexmini2,0,0,0,0,,,,,,,,,,,,,
29496560,gripcust,0,0,0,0,26673104,1,26831267,2,29023751,3,,,,,,,
24342177,xmagslrg,0,0,0,0,20014100,1,30121405,2,,,,,,,,,
32989204,pistolgrip02,0,0,0,0,,,,,,,,,,,,,
18564799,stockno,0,0,0,0,20750247,3,,,,,,,,,,,
31699982,reflex2,0,0,0,0,,,,,,,,,,,,,
21323877,silencer4,0,0,0,0,20750247,1,,,,,,,,,,,
21061126,barlong,0,0,0,0,20921062,1,,,,,,,,,,,
27403153,laserbalanced,0,0,0,0,,,,,,,,,,,,,
29032057,gripvertpro,0,0,0,0,,,,,,,,,,,,,
29101189,acog3,0,0,0,0,,,,,,,,,,,,,
20518410,fastmags2,0,0,0,0,26831267,1,,,,,,,,,,,
19359913,pistolgrip04,0,0,0,0,28799940,1,21415777,3,22986683,5,18138472,6,20921062,4,,,
33351877,stockh,0,0,0,0,26831267,1,20921062,2,,,,,,,,,
24864872,silencer2,0,0,0,0,20918470,1,26673104,2,21415777,3,27960300,4,,,,,
23130891,vzscope,0,0,0,0,,,,,,,,,,,,,
23660816,barcust2,0,0,0,0,22986683,2,30121405,1,,,,,,,,,
18055368,lasermix2,0,0,0,0,,,,,,,,,,,,,
26499350,gripangpro,0,0,0,0,22409809,1,27960300,2,30821146,3,,,,,,,
21063438,smags2,0,0,0,0,21415777,1,22986683,2,18138472,3,,,,,,,
23022571,reflex3,0,0,0,0,,,,,,,,,,,,,
22312428,pistolgrip06,0,0,0,0,27394621,2,20750247,3,,,,,,,,,
18586386,stockcust,0,0,0,0,22409809,1,26673104,2,29865114,3,27960300,4,23996569,5,30821146,6,
27461206,thermal2,0,0,0,0,,,,,,,,,,,,,
