32228095,reflexmini,0,0,0,0,,,,,,,,,,,,,
29104024,comp,0,0,0,0,28682826,1,,,,,,,,,,,
31158371,barlong,0,0,0,0,24258021,1,26692408,2,21474582,3,,,,,,,
28858904,laserads,0,0,0,0,,,,,,,,,,,,,
20184822,gripvert,0,0,0,0,,,,,,,,,,,,,
32116749,reflex,0,0,0,0,,,,,,,,,,,,,
33298576,xmags,0,0,0,0,23711852,1,17847206,2,,,,,,,,,
18459205,pistolgrip03,0,0,0,0,,,,,,,,,,,,,
26959047,stockl,0,0,0,0,26300491,1,25060024,3,21474582,4,,,,,,,
31255114,silencer3,0,0,0,0,,,,,,,,,,,,,
33548192,holo2,0,0,0,0,,,,,,,,,,,,,
28494117,barshort,0,0,0,0,25060024,2,,,,,,,,,,,
31243972,laser,0,0,0,0,,,,,,,,,,,,,
33313273,gripangpro,0,0,0,0,,,,,,,,,,,,,
23581570,fastmags,0,0,0,0,20010331,1,24389140,2,,,,,,,,,
24666138,acog,0,0,0,0,,,,,,,,,,,,,
28823950,pistolgrip05,0,0,0,0,22091635,1,,,,,,,,,,,
26255906,stocks,0,0,0,0,31006826,1,,,,,,,,,,,
21859959,silencer,0,0,0,0,24258021,1,25060024,2,,,,,,,,,
31706749,barmid,0,0,0,0,28682826,1,,,,,,,,,,,
18547030,reflexmini2,0,0,0,0,,,,,,,,,,,,,
30618838,lasermix,0,0,0,0,,,,,,,,,,,,,
21686226,gripcust,0,0,0,0,17847206,1,,,,,,,,,,,
19109342,smags,0,0,0,0,28682826,1,26692408,2,,,,,,,,,
25202503,pistolgrip01,0,0,0,0,,,,,,,,,,,,,
26942481,reflex2,0,0,0,0,17847206,1,,,,,,,,,,,
28026718,stockfold,0,0,0,0,20938053,1,26692408,2,,,,,,,,,
21200943,linearbrake,0,0,0,0,26300491,1,21474582,2,,,,,,,,,
23565667,barcust,0,0,0,0,21924148,1,,,,,,,,,,,
22071068,laserrange,0,0,0,0,20938053,1,,,,,,,,,,,
31518296,reflexmini3,0,0,0,0,,,,,,,,,,,,,
30244961,gripang,0,0,0,0,21924148,1,22091635,2,,,,,,,,,
33418292,xmagslrg,0,0,0,0,20938053,1,22807005,2,25060024,3,22091635,4,21474582,5,,,
32977726,pistolgrip02,0,0,0,0,,,,,,,,,,,,,
27596064,stockno,0,0,0,0,20010331,1,24258021,2,25316084,3,,,,,,,
19084506,reflex3,0,0,0,0,,,,,,,,,,,,,
19008599,silencer4,0,0,0,0,26692408,1,21924148,2,,,,,,,,,
33372353,barcust3,0,0,0,0,24389140,1,,,,,,,,,,,
31188082,laserbalanced,0,0,0,0,,,,,,,,,,,,,
29386429,gripvertpro,0,0,0,0,25060024,3,24389140,4,21474582,5,,,,,,,
17922197,holo,0,0,0,0,,,,,,,,,,,,,
25622740,fastmags2,0,0,0,0,31006826,1,,,,,,,,,,,
24337964,pistolgrip04,0,0,0,0,31006826,1,25316084,2,24389140,3,,,,,,,
33233650,stockh,0,0,0,0,25778980,4,28821883,1,28682826,2,20157773,3,17847206,5,,,
26468866,silencer2,0,0,0,0,28821883,1,22807005,2,23711852,4,24389140,3,,,,,
23324938,reflex4,0,0,0,0,31006826,1,20938053,2,,,,,,,,,
26663846,barcust2,0,0,0,0,31006826,1,25778980,5,20938053,2,20157773,3,22807005,4,22091635,6,
23109969,lasermix2,0,0,0,0,22091635,1,,,,,,,,,,,
27963823,gripcust2,0,0,0,0,25778980,3,25316084,1,,,,,,,,,
23667657,smags2,0,0,0,0,25778980,2,28821883,1,20157773,3,,,,,,,
30754347,acog2,0,0,0,0,28821883,1,,,,,,,,,,,
26172895,pistolgrip06,0,0,0,0,26300491,1,28682826,2,,,,,,,,,
24817802,stockcust,0,0,0,0,22807005,1,21924148,2,,,,,,,,,
21902296,vzscope,0,0,0,0,,,,,,,,,,,,,
