32515845,reflex,0,0,0,0,,,
31307588,comp,0,0,0,0,,,
20149635,barcust3,0,0,0,0,,,
32132801,laserads,0,0,0,0,,,
29752439,gripvert,0,0,0,0,19120901,1,
32374661,acog,0,0,0,0,19120901,1,
28263704,xmags,0,0,0,0,,,
19140388,pistolgrip03,0,0,0,0,,,
25245596,stockl,0,0,0,0,,,
18146560,silencer3,0,0,0,0,,,
24211274,holo2,0,0,0,0,,,
23464882,barshort,0,0,0,0,,,
22613332,laser,0,0,0,0,,,
19070613,gripcust2,0,0,0,0,,,
27824986,fastmags,0,0,0,0,,,
29212623,reflexmini,0,0,0,0,,,
33165193,pistolgrip05,0,0,0,0,,,
29554596,stocks,0,0,0,0,,,
32656892,silencer,0,0,0,0,,,
19014594,barmid,0,0,0,0,,,
27448491,acog2,0,0,0,0,,,
22631542,lasermix,0,0,0,0,,,
26176301,gripang,0,0,0,0,,,
24971872,smags,0,0,0,0,,,
17865000,pistolgrip01,0,0,0,0,,,
29976975,holo,0,0,0,0,,,
32143827,stockfold,0,0,0,0,19120901,1,
24790079,linearbrake,0,0,0,0,,,
32242048,barcust,0,0,0,0,19120901,1,
22533825,laserrange,0,0,0,0,,,
22388468,reflexmini2,0,0,0,0,,,
23650316,gripcust,0,0,0,0,,,
25004105,xmagslrg,0,0,0,0,,,
33493233,pistolgrip02,0,0,0,0,,,
26572057,stockno,0,0,0,0,,,
31912002,acog4,0,0,0,0,,,
23095962,silencer4,0,0,0,0,,,
25378861,barlong,0,0,0,0,,,
31035568,laserbalanced,0,0,0,0,,,
22480694,gripvertpro,0,0,0,0,,,
22808980,acog3,0,0,0,0,,,
18587450,fastmags2,0,0,0,0,,,
25246226,pistolgrip04,0,0,0,0,,,
22764945,stockh,0,0,0,0,,,
27772671,silencer2,0,0,0,0,,,
32240586,vzscope,0,0,0,0,,,
18485430,barcust2,0,0,0,0,,,
32567874,lasermix2,0,0,0,0,,,
28679956,gripangpro,0,0,0,0,,,
28501109,smags2,0,0,0,0,19120901,1,
31949012,reflex3,0,0,0,0,,,
22670860,pistolgrip06,0,0,0,0,,,
23396958,stockcust,0,0,0,0,,,
20282902,thermal2,0,0,0,0,,,
