31121604,reflex,0,0,0,0,33058887,1,22496554,2,,,,,,,,,
21498063,comp,0,0,0,0,33058887,1,,,,,,,,,,,
23905237,barlong,0,0,0,0,33491974,1,,,,,,,,,,,
23176892,laserads,0,0,0,0,,,,,,,,,,,,,
20608999,xmags,0,0,0,0,18742326,1,,,,,,,,,,,
21899210,pistolgrip03,0,0,0,0,,,,,,,,,,,,,
31894552,stockl,0,0,0,0,21135268,1,,,,,,,,,,,
20201255,silencer3,0,0,0,0,18742326,1,,,,,,,,,,,
27429507,barshort,0,0,0,0,,,,,,,,,,,,,
18543353,laser,0,0,0,0,,,,,,,,,,,,,
27973329,pistolgrip05,0,0,0,0,,,,,,,,,,,,,
23770779,stocks,0,0,0,0,,,,,,,,,,,,,
32655051,silencer,0,0,0,0,30739787,1,23170385,2,,,,,,,,,
21852886,barmid,0,0,0,0,30739787,3,32982842,4,22496554,5,,,,,,,
24084971,lasermix,0,0,0,0,,,,,,,,,,,,,
20824376,pistolgrip01,0,0,0,0,,,,,,,,,,,,,
21848018,stockfold,0,0,0,0,18742326,1,23170385,2,32982842,3,,,,,,,
18173308,reflexmini,0,0,0,0,30739787,1,23170385,2,,,,,,,,,
28049656,linearbrake,0,0,0,0,25400674,1,33491974,2,,,,,,,,,
23924663,barcust,0,0,0,0,25025786,1,22496554,2,,,,,,,,,
21017228,laserrange,0,0,0,0,32982842,1,,,,,,,,,,,
33441544,xmagslrg,0,0,0,0,25025786,1,22496554,2,22496554,3,25400674,4,33491974,6,,,
24739937,pistolgrip02,0,0,0,0,22496554,2,,,,,,,,,,,
21628617,stockno,0,0,0,0,,,,,,,,,,,,,
30864061,silencer4,0,0,0,0,22496554,1,30169267,2,,,,,,,,,
18429582,barcust3,0,0,0,0,,,,,,,,,,,,,
28338849,laserbalanced,0,0,0,0,18742326,1,,,,,,,,,,,
23692788,pistolgrip04,0,0,0,0,30169267,1,,,,,,,,,,,
32413515,stockh,0,0,0,0,33058887,1,25025786,2,22496554,3,22496554,4,30169267,5,25400674,6,
30342923,silencer2,0,0,0,0,,,,,,,,,,,,,
29313135,barcust2,0,0,0,0,18742326,1,,,,,,,,,,,
18385885,lasermix2,0,0,0,0,,,,,,,,,,,,,
20995461,pistolgrip06,0,0,0,0,30739787,1,33058887,2,32982842,3,25400674,4,,,,,
23535890,stockcust,0,0,0,0,33491974,1,,,,,,,,,,,
22419521,reflexmini2,0,0,0,0,25025786,1,,,,,,,,,,,
