29899024,acog,0,0,0,0,,,
23311707,comp,0,0,0,0,,,
18010303,barlong,0,0,0,0,33330566,1,
28619517,laserads,0,0,0,0,,,
19033965,gripvert,0,0,0,0,,,
33374489,holo2,0,0,0,0,,,
30545071,xmags,0,0,0,0,,,
31735926,pistolgrip03,0,0,0,0,,,
28021964,stockl,0,0,0,0,33330566,1,
26824724,silencer3,0,0,0,0,,,
19699120,acog2,0,0,0,0,,,
20811047,barcust2,0,0,0,0,22219585,1,
30644513,laser,0,0,0,0,,,
32720871,gripcust2,0,0,0,0,,,
28760256,fastmags,0,0,0,0,,,
24841479,reflex,0,0,0,0,,,
25945179,pistolgrip05,0,0,0,0,,,
32409774,stocks,0,0,0,0,,,
22658474,silencer,0,0,0,0,,,
30839234,barmid,0,0,0,0,,,
27760231,acog3,0,0,0,0,,,
22931001,lasermix,0,0,0,0,,,
29150302,gripang,0,0,0,0,,,
24852564,smags,0,0,0,0,33330566,1,
19258825,pistolgrip01,0,0,0,0,,,
19707341,reflexmini,0,0,0,0,,,
26463128,stockfold,0,0,0,0,22219585,1,
20390692,linearbrake,0,0,0,0,,,
21950502,barcust,0,0,0,0,,,
33401163,laserrange,0,0,0,0,,,
20146487,reflex2,0,0,0,0,,,
17956704,gripcust,0,0,0,0,,,
28845174,xmagslrg,0,0,0,0,,,
33250293,pistolgrip02,0,0,0,0,,,
18731688,stockno,0,0,0,0,,,
33138131,holo,0,0,0,0,33330566,3,
23896807,silencer4,0,0,0,0,,,
32645053,barcust3,0,0,0,0,,,
29523925,laserbalanced,0,0,0,0,,,
23466725,gripvertpro,0,0,0,0,,,
19979759,vzscope,0,0,0,0,,,
26418062,fastmags2,0,0,0,0,,,
23415440,pistolgrip04,0,0,0,0,,,
24406384,stockh,0,0,0,0,,,
24622888,silencer2,0,0,0,0,33330566,1,
30035672,acog4,0,0,0,0,,,
32221293,barshort,0,0,0,0,,,
25117600,lasermix2,0,0,0,0,,,
23246409,gripangpro,0,0,0,0,,,
26351530,smags2,0,0,0,0,,,
23828048,vzscope2,0,0,0,0,,,
32575363,pistolgrip06,0,0,0,0,,,
30402248,stockcust,0,0,0,0,,,
25835681,thermal2,0,0,0,0,,,
