0,24993643|18185326|27159220|29770950|19167095,88728114590227948,t9_ch_smg_spray_t9_ekia,0,31645998,119187542343594559,t9_ch_smg_spray_t9_challenges,0,25964668,142803580414786441,t9_ch_weapon_smg_challenges_completed,0,27899082,111628225257849835,t9_ch_global_weapons_mastery,0,,,,,0,
1,18117137,,,1,,,,,,,,,,,,,,,,,,
2,28171504,,,1,,,,,,,,,,,,,,,,,,
3,22621610,,,1,,,,,,,,,,,,,,,,,,
4,19718256,,,1,31023218|27218680|31517496|23568785|20124513,85465543007909303,t9_ch_smg_spray_t9_headshots,1,,,,,,,,,,,,,,
5,29567705,,,1,,,,,,,,,,,,,,,,,,
6,24283172,,,2,,,,,,,,,,,,,,,,,,
7,26538334,,,2,,,,,,,,,,,,,,,,,,
8,21571854,,,2,8301010,,,2,,,,,,,,,,,,,,
9,30153876,,,2,25517256|23457737|33259862|23413617|18187103,108095689317046335,t9_ch_smg_spray_t9_killstreak_5,2,,,,,,,,,,,,,,
10,32266965,,,2,,,,,,,,,,,,,,,,,,
11,28011144,,,3,,,,,,,,,,,,,,,,,,
12,23731375,,,3,,,,,,,,,,,,,,,,,,
13,24746273,,,3,,,,,,,,,,,,,,,,,,
14,29262236,,,3,,,,,,,,,,,,,,,,,,
15,25594985,,,3,,,,,,,,,,,,,,,,,,
16,23460743,,,4,,,,,,,,,,,,,,,,,,
17,20740181,,,4,,,,,,,,,,,,,,,,,,
18,24892603,,,4,8301011,,,4,,,,,,,,,,,,,,
19,25690696,,,4,25266058|21264789|31451352|29345693|28245939,143301346012949909,t9_ch_smg_spray_t9_longshot_kill,4,,,,,,,,,,,,,,
20,23754040,,,4,,,,,,,,,,,,,,,,,,
21,19620704,,,5,,,,,,,,,,,,,,,,,,
22,22251117,,,5,,,,,,,,,,,,,,,,,,
23,30403165,,,5,,,,,,,,,,,,,,,,,,
24,22868533,,,5,,,,,,,,,,,,,,,,,,
25,22081070,,,5,,,,,,,,,,,,,,,,,,
26,33422145,,,6,,,,,,,,,,,,,,,,,,
27,21947778,,,6,,,,,,,,,,,,,,,,,,
28,22965623,,,6,8301012,,,6,,,,,,,,,,,,,,
29,32385187,,,6,30216758|21170108|26154077|23099755|23878335,139959909892533873,t9_ch_smg_spray_t9_kill_detected_stunned_blinded,6,,,,,,,,,,,,,,
30,29621994,,,6,,,,,,,,,,,,,,,,,,
31,20030450,,,7,,,,,,,,,,,,,,,,,,
32,25652109,,,7,,,,,,,,,,,,,,,,,,
33,20047102,,,7,,,,,,,,,,,,,,,,,,
34,21743357,,,7,,,,,,,,,,,,,,,,,,
35,28994599,,,7,,,,,,,,,,,,,,,,,,
36,29676983,,,8,,,,,,,,,,,,,,,,,,
37,19038542,,,8,,,,,,,,,,,,,,,,,,
38,29186848,,,8,8301013,,,8,,,,,,,,,,,,,,
39,21921637,,,8,21859186|23704636|31957642|28145907|32768070,132001248445642847,t9_ch_smg_spray_t9_point_blank_kill,8,,,,,,,,,,,,,,
40,19189912,,,8,,,,,,,,,,,,,,,,,,
41,33044337,,,9,,,,,,,,,,,,,,,,,,
42,25645845,,,9,,,,,,,,,,,,,,,,,,
43,31206442,,,9,,,,,,,,,,,,,,,,,,
44,31260391,,,9,,,,,,,,,,,,,,,,,,
45,18995501,,,9,,,,,,,,,,,,,,,,,,
46,32285572,,,10,,,,,,,,,,,,,,,,,,
47,23580488,,,10,,,,,,,,,,,,,,,,,,
48,25902762,,,10,8301014,,,10,,,,,,,,,,,,,,
49,23662441,,,10,22543834|22690775|31937607|33117502|26710886,108936518955010851,t9_ch_smg_spray_t9_multikill_2,10,,,,,,,,,,,,,,
50,21620386,,,10,,,,,,,,,,,,,,,,,,
51,29572899,,,11,,,,,,,,,,,,,,,,,,
52,31793252,,,11,,,,,,,,,,,,,,,,,,
53,29372666,,,11,,,,,,,,,,,,,,,,,,
54,24457624,,,11,,,,,,,,,,,,,,,,,,
