0,25125644|32718962|21514636|33125558|30380541,131436495489653179,t9_ch_lmg_fastfire_t9_ekia,0,25538726,84198357913648348,t9_ch_lmg_fastfire_t9_challenges,0,20393602,133735125417187514,t9_ch_weapon_lmg_challenges_completed,0,27899082,111628225257849835,t9_ch_global_weapons_mastery,0,,,,,0,
1,29165571,,,1,,,,,,,,,,,,,,,,,,
2,27713504,,,1,,,,,,,,,,,,,,,,,,
3,32670781,,,1,,,,,,,,,,,,,,,,,,
4,33373746,,,1,24072313|27334329|28439504|32266302|18031751,139346964367219844,t9_ch_lmg_fastfire_t9_headshots,1,,,,,,,,,,,,,,
5,32641178,,,1,,,,,,,,,,,,,,,,,,
6,28626343,,,2,,,,,,,,,,,,,,,,,,
7,31587509,,,2,,,,,,,,,,,,,,,,,,
8,22760056,,,2,8301015,,,2,,,,,,,,,,,,,,
9,25817617,,,2,18146025|21343412|23987723|23549350|27645556,88971411730632985,t9_ch_lmg_fastfire_t9_killstreak_5,2,,,,,,,,,,,,,,
10,30114186,,,2,,,,,,,,,,,,,,,,,,
11,32758737,,,3,,,,,,,,,,,,,,,,,,
12,30811743,,,3,,,,,,,,,,,,,,,,,,
13,26439827,,,3,,,,,,,,,,,,,,,,,,
14,27290269,,,3,,,,,,,,,,,,,,,,,,
15,23441300,,,3,,,,,,,,,,,,,,,,,,
16,25541135,,,4,,,,,,,,,,,,,,,,,,
17,20850263,,,4,,,,,,,,,,,,,,,,,,
18,19056434,,,4,8301016,,,4,,,,,,,,,,,,,,
19,29695085,,,4,23263284|32317910|31161391|33312332|32907540,94089468879099642,t9_ch_lmg_fastfire_t9_longshot_kill,4,,,,,,,,,,,,,,
20,25997932,,,4,,,,,,,,,,,,,,,,,,
21,20761941,,,5,,,,,,,,,,,,,,,,,,
22,22637566,,,5,,,,,,,,,,,,,,,,,,
23,17802405,,,5,,,,,,,,,,,,,,,,,,
24,18310953,,,5,,,,,,,,,,,,,,,,,,
25,32375061,,,5,,,,,,,,,,,,,,,,,,
26,21417775,,,6,,,,,,,,,,,,,,,,,,
27,27350965,,,6,,,,,,,,,,,,,,,,,,
28,25207640,,,6,8301017,,,6,,,,,,,,,,,,,,
29,22561410,,,6,32056424|30369223|28441609|18862224|21788175,95214965240212704,t9_ch_lmg_fastfire_t9_kill_detected_stunned_blinded,6,,,,,,,,,,,,,,
30,33075375,,,6,,,,,,,,,,,,,,,,,,
31,27458381,,,7,,,,,,,,,,,,,,,,,,
32,32218480,,,7,,,,,,,,,,,,,,,,,,
33,18010819,,,7,,,,,,,,,,,,,,,,,,
34,17923740,,,7,,,,,,,,,,,,,,,,,,
35,21371512,,,7,,,,,,,,,,,,,,,,,,
36,21082721,,,8,,,,,,,,,,,,,,,,,,
37,25179973,,,8,,,,,,,,,,,,,,,,,,
38,22832295,,,8,8301018,,,8,,,,,,,,,,,,,,
39,21240485,,,8,22471378|28072066|22214187|29361289|19704502,129207498573066648,t9_ch_lmg_fastfire_t9_kill_enemy_taking_cover_from_you,8,,,,,,,,,,,,,,
40,19329921,,,8,,,,,,,,,,,,,,,,,,
41,21454900,,,9,,,,,,,,,,,,,,,,,,
42,18243220,,,9,,,,,,,,,,,,,,,,,,
43,19839150,,,9,,,,,,,,,,,,,,,,,,
44,26423023,,,9,,,,,,,,,,,,,,,,,,
45,19813987,,,9,,,,,,,,,,,,,,,,,,
46,23727383,,,10,,,,,,,,,,,,,,,,,,
47,28585881,,,10,,,,,,,,,,,,,,,,,,
48,25278216,,,10,8301019,,,10,,,,,,,,,,,,,,
49,30830756,,,10,18721704|33324112|28355264|29928253|29475375,81933528700614898,t9_ch_lmg_fastfire_t9_multikill_2,10,,,,,,,,,,,,,,
50,25028384,,,10,,,,,,,,,,,,,,,,,,
51,30639526,,,11,,,,,,,,,,,,,,,,,,
52,29550949,,,11,,,,,,,,,,,,,,,,,,
53,33488135,,,11,,,,,,,,,,,,,,,,,,
54,27635309,,,11,,,,,,,,,,,,,,,,,,
