0,27013407|31875295|32338101|32128489|19069617,129795718894264675,t9_ch_tr_fastburst_t9_ekia,0,19305641,123325386864716899,t9_ch_tr_fastburst_t9_challenges,0,30674403,77682846068514753,t9_ch_weapon_tactical_challenges_completed,0,27899082,111628225257849835,t9_ch_global_weapons_mastery,0,,,,,0,
1,29899024,,,1,,,,,,,,,,,,,,,,,,
2,23311707,,,1,,,,,,,,,,,,,,,,,,
3,18010303,,,1,,,,,,,,,,,,,,,,,,
4,28619517,,,1,32796073|18938901|20866229|31625332|32575256,88014037240594325,t9_ch_tr_fastburst_t9_headshots,1,,,,,,,,,,,,,,
5,19033965,,,1,,,,,,,,,,,,,,,,,,
6,33374489,,,2,,,,,,,,,,,,,,,,,,
7,30545071,,,2,,,,,,,,,,,,,,,,,,
8,31735926,,,2,8301030,,,2,,,,,,,,,,,,,,
9,28021964,,,2,33398844|19146622|18321059|28487274|31596625,95976669330201932,t9_ch_tr_fastburst_t9_killstreak_5,2,,,,,,,,,,,,,,
10,26824724,,,2,,,,,,,,,,,,,,,,,,
11,19699120,,,3,,,,,,,,,,,,,,,,,,
12,20811047,,,3,,,,,,,,,,,,,,,,,,
13,30644513,,,3,,,,,,,,,,,,,,,,,,
14,32720871,,,3,,,,,,,,,,,,,,,,,,
15,28760256,,,3,,,,,,,,,,,,,,,,,,
16,24841479,,,4,,,,,,,,,,,,,,,,,,
17,25945179,,,4,,,,,,,,,,,,,,,,,,
18,32409774,,,4,8301031,,,4,,,,,,,,,,,,,,
19,22658474,,,4,28338678|26141316|31401810|19698329|20412700,138276865600263714,t9_ch_tr_fastburst_t9_longshot_kill,4,,,,,,,,,,,,,,
20,30839234,,,4,,,,,,,,,,,,,,,,,,
21,27760231,,,5,,,,,,,,,,,,,,,,,,
22,22931001,,,5,,,,,,,,,,,,,,,,,,
23,29150302,,,5,,,,,,,,,,,,,,,,,,
24,24852564,,,5,,,,,,,,,,,,,,,,,,
25,19258825,,,5,,,,,,,,,,,,,,,,,,
26,19707341,,,6,,,,,,,,,,,,,,,,,,
27,26463128,,,6,,,,,,,,,,,,,,,,,,
28,20390692,,,6,8301032,,,6,,,,,,,,,,,,,,
29,21950502,,,6,32734247|21787400|22180302|23723001|28540452,129463022891930887,t9_ch_tr_fastburst_t9_kill_detected_stunned_blinded,6,,,,,,,,,,,,,,
30,33401163,,,6,,,,,,,,,,,,,,,,,,
31,20146487,,,7,,,,,,,,,,,,,,,,,,
32,17956704,,,7,,,,,,,,,,,,,,,,,,
33,28845174,,,7,,,,,,,,,,,,,,,,,,
34,33250293,,,7,,,,,,,,,,,,,,,,,,
35,18731688,,,7,,,,,,,,,,,,,,,,,,
36,33138131,,,8,,,,,,,,,,,,,,,,,,
37,23896807,,,8,,,,,,,,,,,,,,,,,,
38,32645053,,,8,8301033,,,8,,,,,,,,,,,,,,
39,29523925,,,8,21475260|21021296|28578255|31761849|23791837,138810950426732218,t9_ch_tr_fastburst_t9_kill_enemy_taking_cover_from_you,8,,,,,,,,,,,,,,
40,23466725,,,8,,,,,,,,,,,,,,,,,,
41,19979759,,,9,,,,,,,,,,,,,,,,,,
42,26418062,,,9,,,,,,,,,,,,,,,,,,
43,23415440,,,9,,,,,,,,,,,,,,,,,,
44,24406384,,,9,,,,,,,,,,,,,,,,,,
45,24622888,,,9,,,,,,,,,,,,,,,,,,
46,30035672,,,10,,,,,,,,,,,,,,,,,,
47,32221293,,,10,,,,,,,,,,,,,,,,,,
48,25117600,,,10,8301034,,,10,,,,,,,,,,,,,,
49,23246409,,,10,28316680|30615639|23223576|24680294|21616573,108524676521346170,t9_ch_tr_fastburst_t9_multikill_2,10,,,,,,,,,,,,,,
50,26351530,,,10,,,,,,,,,,,,,,,,,,
51,23828048,,,11,,,,,,,,,,,,,,,,,,
52,32575363,,,11,,,,,,,,,,,,,,,,,,
53,30402248,,,11,,,,,,,,,,,,,,,,,,
54,25835681,,,11,,,,,,,,,,,,,,,,,,
